iter	RMSE
750	27.59198613
751	27.58778112
752	27.56944456
753	27.56469231
754	27.5604391
755	27.55432251
756	27.55012126
757	27.54528949
758	27.54059144
759	27.53598931
760	27.53107476
761	27.5273599
762	27.52208201
763	27.51787118
764	27.51115428
765	27.50667677
766	27.50203251
767	27.49747134
768	27.49292495
769	27.48911852
770	27.4833434
771	27.47823117
772	27.46796784
773	27.46391373
774	27.4595501
775	27.43885547
776	27.43307694
777	27.42899721
778	27.42422433
779	27.41973957
780	27.41575869
781	27.41177343
782	27.40764012
783	27.40350332
784	27.39888676
785	27.39488386
786	27.39059825
787	27.38530877
788	27.37950951
789	27.37507985
790	27.34993816
791	27.34592132
792	27.34154202
793	27.32744501
794	27.32306131
795	27.31714773
796	27.31271358
797	27.30789932
798	27.30353998
799	27.29766878
800	27.29374923
801	27.2894098
802	27.28508485
803	27.2806375
804	27.27672736
805	27.27245773
806	27.26640405
807	27.26211976
808	27.25777419
809	27.25427315
810	27.24993672
811	27.24561748
812	27.2417512
813	27.23772975
814	27.23330555
815	27.21399206
816	27.20968663
817	27.20587641
818	27.19213903
819	27.1862444
820	27.18203705
821	27.17820374
822	27.16268065
823	27.15908912
824	27.1550507
825	27.15103925
826	27.14687878
827	27.1406765
828	27.13686646
829	27.13147449
830	27.12759617
831	27.12414343
832	27.12009368
833	27.11572115
834	27.11156558
835	27.10768342
836	27.10351373
837	27.09032002
838	27.08651815
839	27.08084627
840	27.07669501
841	27.07234951
842	27.06636888
843	27.06293844
844	27.03618772
845	27.01479409
846	27.01105238
847	27.00708337
848	26.97694757
849	26.97269411
850	26.96868569
851	26.9627414
852	26.95880804
853	26.94877787
854	26.94476059
855	26.94067571
856	26.93679071
857	26.93259391
858	26.91802949
859	26.89684383
860	26.89267323
861	26.88880087
862	26.88517701
863	26.8811599
864	26.8770884
865	26.87315669
866	26.86926581
867	26.86404062
868	26.8414115
869	26.83779004
870	26.83389544
871	26.81655707
872	26.79750618
873	26.79292185
874	26.77313731
875	26.76960401
876	26.76646032
877	26.7469859
878	26.74376162
879	26.73981043
880	26.73588297
881	26.71983497
882	26.71589097
883	26.7114364
884	26.70761605
885	26.68418535
886	26.6717749
887	26.66787729
888	26.664217
889	26.64236635
890	26.63810588
891	26.63472902
892	26.62958428
893	26.62585361
894	26.62050578
895	26.61674534
896	26.61299709
897	26.59364045
898	26.59023272
899	26.58663033
900	26.559817
901	26.55654081
902	26.53844187
903	26.53375936
904	26.51426596
905	26.50306356
906	26.49268082
907	26.48847088
908	26.48466026
909	26.480199
910	26.46087642
911	26.45693113
912	26.43863765
913	26.43474281
914	26.43105645
915	26.42742854
916	26.42305988
917	26.41920744
918	26.4048143
919	26.40156361
920	26.3974937
921	26.39386016
922	26.39015878
923	26.38636716
924	26.38267195
925	26.37555189
926	26.37172425
927	26.36806151
928	26.36451599
929	26.35978894
930	26.35625686
931	26.35298713
932	26.349427
933	26.3456552
934	26.34240357
935	26.3392066
936	26.33608719
937	26.33241131
938	26.32895302
939	26.32500345
940	26.32132817
941	26.29645703
942	26.29216698
943	26.28907522
944	26.27996468
945	26.2763936
946	26.26272191
947	26.25901213
948	26.2555386
949	26.25186574
950	26.24827212
951	26.24482637
952	26.24121801
953	26.23771299
954	26.22133945
955	26.2177462
956	26.2145462
957	26.21078992
958	26.20752989
959	26.19024781
960	26.18675854
961	26.18334614
962	26.18015009
963	26.17675016
964	26.15882638
965	26.15603308
966	26.13980747
967	26.1288226
968	26.12524902
969	26.12171843
970	26.11835259
971	26.11520704
972	26.11185232
973	26.10844174
974	26.10460899
975	26.10109476
976	26.09769926
977	26.09422715
978	26.09071335
979	26.08735986
980	26.07323832
981	26.07001834
982	26.05669252
983	26.05367518
984	26.05030656
985	26.04637533
986	26.04301033
987	26.03962595
988	26.03620295
989	26.01732305
990	26.0138032
991	26.01053079
992	26.00216684
993	25.98720915
994	25.98323316
995	25.97981576
996	25.96751161
997	25.96271995
998	25.95921169
999	25.95655849
